"v4018","v3040","v4022","v301","v307","v408","v409","v4010","v4012","v4016","v3025","v401","v5024","region","income","age","rus","urban","male","violence","av.salary0000"
1,2,3,4,5,1,3,2,1,3,3,4,1,5,3,2,0,1,0,4.03,0.94216
2,3,1,4,5,2,3,9,4,3,5,5,1,5,1,1,0,1,1,4.03,0.94216
1,2,5,2,4,2,1,2,2,2,2,5,1,5,4,2,0,1,1,4.03,0.94216
2,1,6,2,3,1,4,1,1,5,2,2,1,5,3,4,0,1,1,4.03,0.94216
1,3,4,4,2,2,1,1,1,1,3,3,1,5,2,1,0,1,0,4.03,0.94216
2,3,3,3,5,9,9,9,6,2,5,3,2,5,3,5,0,1,0,4.03,0.94216
2,3,1,4,5,1,1,9,6,3,4,3,1,5,3,6,0,1,1,4.03,0.94216
2,2,2,2,2,1,1,4,2,4,3,3,1,5,3,2,0,1,1,4.03,0.94216
1,3,6,3,3,1,9,2,1,4,4,5,1,5,5,4,0,0,0,4.03,0.94216
1,3,5,2,3,3,1,3,4,2,1,3,1,5,4,1,0,1,0,4.03,0.94216
1,2,3,4,2,1,2,2,4,4,4,3,1,5,3,3,0,1,1,4.03,0.94216
1,3,5,3,3,2,9,1,1,3,3,3,1,5,NA,1,0,0,0,4.03,0.94216
1,3,3,5,3,2,3,1,1,3,5,4,1,5,4,6,0,1,0,4.03,0.94216
1,3,5,5,3,2,9,1,2,3,4,4,1,5,3,2,0,0,1,4.03,0.94216
1,2,3,3,3,1,9,1,1,4,4,3,1,5,NA,6,0,1,1,4.03,0.94216
3,1,3,2,2,1,4,2,1,3,5,3,1,5,4,1,0,0,1,4.03,0.94216
2,2,3,2,3,1,9,1,1,3,2,2,2,5,3,3,0,0,0,4.03,0.94216
2,2,3,2,1,1,3,1,1,5,2,3,1,5,3,6,0,0,0,4.03,0.94216
1,2,4,2,4,2,9,3,1,2,2,1,1,5,4,1,0,0,0,4.03,0.94216
3,2,6,2,3,1,9,2,1,4,3,2,1,5,4,6,0,0,0,4.03,0.94216
2,3,6,2,3,1,9,2,2,4,3,3,1,5,5,1,0,1,1,4.03,0.94216
3,3,3,5,3,2,1,2,1,3,3,5,1,5,3,3,0,1,0,4.03,0.94216
1,3,5,4,NA,2,9,1,1,4,5,4,1,5,4,4,0,0,1,4.03,0.94216
2,2,4,4,2,1,4,1,1,5,4,1,1,5,4,1,0,0,1,4.03,0.94216
1,1,4,4,2,2,9,1,1,4,5,4,1,5,4,2,0,0,0,4.03,0.94216
1,3,5,4,3,2,1,1,1,4,5,4,1,5,4,1,0,0,1,4.03,0.94216
1,3,5,5,5,2,9,1,1,4,5,4,1,5,4,5,0,0,1,4.03,0.94216
1,3,1,2,4,2,1,1,1,5,3,2,1,5,4,6,0,1,0,4.03,0.94216
1,2,2,4,2,2,3,1,1,3,4,2,1,5,3,3,0,1,1,4.03,0.94216
1,1,1,5,5,1,2,1,2,4,5,5,2,5,4,1,0,0,1,4.03,0.94216
1,1,1,5,5,1,3,2,1,5,5,3,1,5,2,5,0,1,1,4.03,0.94216
1,3,5,2,2,1,3,1,1,3,1,2,1,5,4,6,0,1,1,4.03,0.94216
1,2,3,2,3,3,3,2,2,5,4,5,1,5,3,3,0,1,1,4.03,0.94216
NA,1,2,3,3,2,1,1,3,3,4,1,1,5,3,4,0,1,1,4.03,0.94216
1,1,2,2,3,3,9,9,5,1,3,3,1,5,4,2,0,1,0,4.03,0.94216
1,3,6,1,4,2,1,9,1,1,1,3,1,5,3,2,0,0,1,4.03,0.94216
2,2,5,4,3,1,2,2,1,5,4,3,1,5,4,1,0,0,0,4.03,0.94216
2,3,2,2,2,1,4,2,1,2,5,3,1,5,3,1,0,0,1,4.03,0.94216
2,3,3,3,1,2,9,1,1,1,3,3,99,5,2,1,0,1,0,4.03,0.94216
2,3,4,1,3,2,9,1,2,4,4,3,1,5,3,4,0,0,0,4.03,0.94216
1,1,3,4,1,1,9,1,1,4,1,4,1,5,3,5,0,0,1,4.03,0.94216
2,1,5,3,2,1,2,2,1,5,4,5,2,5,2,2,0,1,1,4.03,0.94216
2,1,4,3,2,1,3,1,1,5,4,5,1,5,4,2,0,0,0,4.03,0.94216
1,3,5,2,5,3,1,9,6,5,5,5,1,5,4,2,0,1,0,4.03,0.94216
1,1,3,1,3,1,2,1,1,4,3,1,1,5,4,1,0,1,0,4.03,0.94216
1,2,2,4,2,1,3,2,1,3,4,2,1,5,4,2,0,1,0,4.03,0.94216
2,2,1,2,5,1,4,1,1,4,4,3,2,5,3,2,0,1,1,4.03,0.94216
1,2,5,2,5,2,2,9,2,5,4,5,1,5,4,3,0,1,1,4.03,0.94216
2,2,6,3,1,1,1,3,2,4,3,2,1,5,4,6,0,0,0,4.03,0.94216
2,3,5,2,2,1,4,1,1,5,5,2,1,5,2,4,0,1,1,4.03,0.94216
2,3,3,2,3,1,4,1,1,5,2,2,1,5,3,4,0,1,1,4.03,0.94216
1,3,2,1,4,2,2,4,3,3,3,2,1,5,1,2,0,0,1,4.03,0.94216
3,2,6,3,2,1,9,9,4,4,3,3,1,5,2,4,0,0,1,4.03,0.94216
1,2,4,4,3,9,3,1,1,4,2,2,1,5,4,1,0,1,1,4.03,0.94216
1,3,5,2,4,3,1,9,6,5,1,2,1,5,4,3,0,1,0,4.03,0.94216
2,3,5,3,3,1,9,1,1,4,5,5,1,5,NA,1,0,1,1,4.03,0.94216
2,2,5,3,3,1,9,1,1,1,5,4,1,5,2,2,0,1,0,4.03,0.94216
1,3,5,1,2,1,1,2,1,4,5,3,1,5,4,2,0,1,0,4.03,0.94216
1,3,5,4,5,1,9,3,2,3,4,3,1,5,4,3,0,1,1,4.03,0.94216
3,3,5,3,3,2,2,2,5,2,5,3,1,5,3,3,0,1,0,4.03,0.94216
1,3,3,3,3,1,9,2,4,2,4,5,1,5,2,4,0,1,0,4.03,0.94216
2,3,4,3,5,2,1,2,2,5,3,2,1,5,2,3,0,1,0,4.03,0.94216
2,3,4,3,2,1,9,1,1,4,3,2,1,5,3,1,0,1,1,4.03,0.94216
2,3,5,3,3,1,9,1,1,4,5,5,1,5,NA,1,0,1,0,4.03,0.94216
2,2,5,3,3,1,9,1,1,1,5,4,1,5,2,2,0,1,0,4.03,0.94216
1,3,5,1,2,1,1,2,1,4,5,3,1,5,4,2,0,1,0,4.03,0.94216
1,3,5,4,5,1,9,3,2,4,4,3,1,5,4,3,0,1,1,4.03,0.94216
3,3,5,3,3,2,2,2,5,2,5,3,1,5,3,3,0,1,0,4.03,0.94216
1,3,3,3,3,1,9,2,4,2,4,5,1,5,2,4,0,1,0,4.03,0.94216
2,3,4,3,5,2,1,2,2,5,3,2,1,5,2,3,0,1,0,4.03,0.94216
2,3,4,3,2,1,9,1,1,4,3,2,1,5,3,1,0,1,1,4.03,0.94216
1,3,3,4,3,1,1,1,1,4,4,3,1,5,4,1,0,1,1,4.03,0.94216
1,3,NA,3,1,2,9,3,2,1,3,3,1,5,3,3,0,1,1,4.03,0.94216
1,NA,3,3,3,2,9,2,1,2,3,3,1,5,4,1,0,1,0,4.03,0.94216
1,2,5,4,3,1,9,1,1,1,3,2,1,5,3,4,0,1,0,4.03,0.94216
1,3,3,4,3,1,4,1,1,3,4,3,1,5,2,2,0,1,0,4.03,0.94216
1,3,3,3,3,1,3,9,1,3,4,3,1,5,3,2,0,1,1,4.03,0.94216
1,3,5,3,2,1,3,9,2,5,4,2,2,5,3,4,0,1,1,4.03,0.94216
1,2,5,3,2,2,9,2,1,3,3,2,1,5,4,2,0,1,1,4.03,0.94216
1,2,3,4,2,3,3,1,1,5,3,1,1,5,3,5,0,1,0,4.03,0.94216
1,2,5,4,1,3,2,4,3,1,4,3,1,5,3,3,0,1,1,4.03,0.94216
1,1,5,3,3,1,4,2,1,2,1,3,1,5,3,2,0,0,1,4.03,0.94216
1,3,4,4,5,1,3,1,1,2,4,3,1,5,3,3,0,1,0,4.03,0.94216
1,2,5,4,2,2,9,4,5,1,4,1,2,5,3,4,0,1,1,4.03,0.94216
1,1,2,2,3,2,9,2,2,2,2,4,1,6,3,2,0,0,0,0.53,0.95035
1,3,3,3,5,9,9,9,6,5,5,3,3,6,4,1,0,1,0,0.53,0.95035
3,3,6,3,5,9,9,9,6,5,5,5,2,6,3,1,1,1,0,0.53,0.95035
1,3,4,1,1,1,5,2,1,3,3,4,1,6,4,2,0,1,0,0.53,0.95035
1,3,4,4,5,3,1,3,6,1,3,1,3,6,4,2,0,1,0,0.53,0.95035
1,2,3,3,1,4,4,4,5,2,4,4,1,6,4,1,0,1,1,0.53,0.95035
1,3,2,2,2,2,2,2,3,5,2,5,3,6,4,3,0,1,0,0.53,0.95035
1,3,5,3,5,1,3,1,6,5,3,2,1,6,4,1,0,1,0,0.53,0.95035
1,2,1,1,3,2,2,1,1,5,5,4,3,6,5,2,0,1,0,0.53,0.95035
1,2,3,4,5,1,2,2,1,2,2,2,1,6,4,1,0,1,1,0.53,0.95035
NA,1,1,3,3,1,1,1,NA,2,4,1,3,6,5,1,0,1,1,0.53,0.95035
3,3,6,3,5,9,9,9,6,5,5,5,3,6,3,1,0,1,1,0.53,0.95035
2,2,1,3,1,3,1,3,6,5,3,4,2,6,4,1,1,1,0,0.53,0.95035
1,3,3,3,5,2,2,2,2,5,5,2,1,6,4,2,0,1,0,0.53,0.95035
1,3,3,3,3,3,1,3,2,2,3,3,99,6,3,6,0,1,0,0.53,0.95035
1,NA,NA,3,3,3,3,2,1,4,1,2,99,6,5,1,0,1,1,0.53,0.95035
2,3,3,3,5,4,1,2,3,5,3,2,1,6,4,1,0,1,0,0.53,0.95035
3,1,1,4,1,2,2,1,1,2,4,1,99,6,NA,1,0,1,1,0.53,0.95035
1,2,4,3,5,1,9,1,5,2,4,3,99,6,3,1,0,1,1,0.53,0.95035
1,1,5,3,3,NA,2,3,5,1,4,2,99,6,NA,1,0,1,1,0.53,0.95035
1,3,2,4,3,3,1,1,6,1,5,4,4,6,NA,1,0,1,1,0.53,0.95035
1,2,3,4,5,3,1,3,2,1,5,2,99,6,3,6,0,1,0,0.53,0.95035
3,2,2,3,2,2,9,1,4,5,2,3,99,6,4,1,0,0,0,0.53,0.95035
2,2,3,3,3,3,9,9,1,2,2,2,99,6,2,2,0,1,0,0.53,0.95035
1,1,1,2,4,1,4,9,4,3,5,2,3,6,3,4,0,1,0,0.53,0.95035
1,1,2,3,2,1,9,2,1,2,1,2,1,6,4,1,0,1,1,0.53,0.95035
2,3,3,3,5,4,1,2,5,5,3,2,1,6,4,1,0,1,0,0.53,0.95035
1,2,6,4,2,1,1,2,6,1,5,5,2,6,2,6,1,1,1,0.53,0.95035
1,1,4,4,3,4,3,1,1,1,1,4,1,6,4,1,0,1,1,0.53,0.95035
1,3,4,3,1,2,3,9,6,1,1,3,99,6,3,1,0,1,NA,0.53,0.95035
1,2,4,3,1,3,2,1,1,3,1,3,1,6,2,1,0,1,1,0.53,0.95035
1,1,5,3,5,3,2,1,3,2,4,3,3,6,1,1,0,1,1,0.53,0.95035
1,2,5,2,5,2,2,2,2,1,2,3,2,6,5,4,1,1,1,0.53,0.95035
1,1,4,4,1,3,1,2,1,5,3,4,3,6,4,1,0,1,0,0.53,0.95035
1,3,3,5,5,1,9,1,1,4,5,3,3,6,4,2,0,1,0,0.53,0.95035
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,0,NA,NA,0.53,0.95035
1,3,3,3,5,1,9,1,1,1,5,2,3,6,3,3,0,1,0,0.53,0.95035
1,3,4,4,5,1,9,1,1,3,4,3,3,6,3,5,0,1,0,0.53,0.95035
1,3,6,4,1,9,3,1,2,5,3,2,3,6,5,4,0,1,0,0.53,0.95035
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,0,1,NA,0.53,0.95035
1,3,3,3,1,2,1,1,3,2,5,3,3,6,4,6,0,1,1,0.53,0.95035
1,3,3,3,1,2,3,2,4,5,5,3,2,6,1,1,1,1,0,0.53,0.95035
3,3,6,5,5,9,9,9,6,5,5,5,2,6,NA,6,1,1,NA,0.53,0.95035
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,0,1,NA,0.53,0.95035
1,2,3,3,2,3,2,3,5,1,1,3,7,6,4,1,0,1,1,0.53,0.95035
1,3,4,5,5,9,9,9,6,5,3,3,1,6,4,1,0,1,0,0.53,0.95035
1,3,4,5,5,9,9,NA,NA,5,3,3,1,6,4,1,0,1,0,0.53,0.95035
2,3,3,2,2,1,1,2,5,2,5,5,1,6,4,1,0,1,0,0.53,0.95035
1,3,6,3,3,3,9,9,6,5,3,5,1,6,4,2,0,1,1,0.53,0.95035
1,2,3,5,5,3,2,3,3,2,5,2,1,6,4,1,0,1,0,0.53,0.95035
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,0,NA,NA,0.53,0.95035
3,1,2,4,3,3,3,3,1,1,4,4,1,6,4,1,0,1,1,0.53,0.95035
2,NA,3,3,2,2,2,2,2,NA,2,5,1,6,3,1,0,1,0,0.53,0.95035
1,3,3,3,3,2,3,2,2,5,2,3,98,6,5,1,0,NA,0,0.53,0.95035
3,3,6,4,5,9,9,9,6,5,5,5,1,6,3,2,0,1,0,0.53,0.95035
1,3,2,3,3,3,1,4,3,2,3,3,1,6,3,6,0,1,0,0.53,0.95035
1,3,1,4,5,9,9,1,1,3,3,4,1,6,4,6,0,1,0,0.53,0.95035
2,3,3,2,5,2,9,2,5,5,5,4,1,6,3,6,0,1,0,0.53,0.95035
1,1,5,2,3,3,2,2,5,1,4,3,1,6,4,6,0,1,0,0.53,0.95035
3,2,2,3,5,4,9,4,6,5,2,1,1,6,4,5,0,1,0,0.53,0.95035
1,2,5,2,3,3,1,3,1,5,3,2,1,6,4,5,0,1,0,0.53,0.95035
2,2,5,3,2,2,3,2,NA,3,3,5,1,6,5,5,0,1,0,0.53,0.95035
1,3,1,4,2,2,2,2,3,3,4,2,1,6,4,5,0,1,0,0.53,0.95035
2,3,5,3,3,3,9,2,3,5,3,2,1,6,4,1,0,1,0,0.53,0.95035
1,3,4,2,5,1,9,2,1,2,2,5,1,6,5,6,0,1,1,0.53,0.95035
1,1,4,4,5,1,9,1,1,3,5,2,1,6,4,6,0,1,1,0.53,0.95035
1,NA,3,3,2,2,2,2,3,1,5,2,1,6,4,6,0,1,1,0.53,0.95035
2,3,3,2,5,1,1,2,1,1,3,3,3,6,4,1,0,NA,NA,0.53,0.95035
2,2,3,3,2,1,NA,4,5,1,4,4,1,6,NA,5,0,1,1,0.53,0.95035
1,3,2,3,5,2,1,2,6,2,3,2,1,6,3,4,0,1,1,0.53,0.95035
2,3,1,3,5,3,1,9,5,5,4,5,1,6,5,3,0,1,1,0.53,0.95035
1,3,6,3,5,9,9,2,6,5,2,2,1,6,4,3,0,1,1,0.53,0.95035
1,3,5,4,1,3,2,4,5,1,3,3,2,6,4,1,1,0,0,0.53,0.95035
1,3,6,3,5,3,2,1,1,5,5,3,1,6,NA,3,0,1,1,0.53,0.95035
3,2,3,3,3,1,3,3,2,5,3,1,3,6,3,1,0,0,1,0.53,0.95035
1,2,4,2,5,2,2,2,2,1,5,3,1,6,3,3,0,1,0,0.53,0.95035
1,3,2,3,2,3,9,4,4,1,3,2,1,6,4,2,0,1,1,0.53,0.95035
1,3,4,3,2,9,3,2,2,1,5,3,1,6,2,2,0,1,1,0.53,0.95035
1,1,5,3,2,1,2,1,2,1,3,3,1,6,4,4,0,1,1,0.53,0.95035
1,3,1,4,3,2,1,2,1,2,3,4,1,6,4,2,0,1,1,0.53,0.95035
1,2,5,3,1,2,2,2,1,2,2,3,1,6,4,2,0,1,1,0.53,0.95035
1,2,5,4,3,3,2,2,2,2,4,3,1,6,4,1,0,1,1,0.53,0.95035
1,2,6,4,1,3,1,1,6,2,4,3,1,6,3,1,0,1,1,0.53,0.95035
1,2,1,2,2,2,2,1,4,2,1,2,1,6,4,1,0,1,1,0.53,0.95035
3,3,6,3,5,9,9,9,6,5,5,5,3,6,4,4,0,0,0,0.53,0.95035
1,3,6,2,3,3,1,2,6,5,3,3,3,6,4,2,0,0,1,0.53,0.95035
1,2,5,3,4,4,1,4,2,1,5,2,2,6,4,2,1,0,1,0.53,0.95035
2,3,3,3,3,3,1,2,5,5,4,2,3,6,4,3,0,0,1,0.53,0.95035
1,2,4,3,4,2,1,2,1,2,2,3,3,6,5,6,0,0,0,0.53,0.95035
1,3,6,2,5,NA,NA,3,6,5,5,4,3,6,5,4,0,0,0,0.53,0.95035
1,3,3,3,5,3,2,2,2,5,4,3,3,6,4,6,0,0,1,0.53,0.95035
1,3,5,5,3,2,2,1,1,1,5,3,3,6,5,3,0,0,0,0.53,0.95035
1,3,4,3,5,1,1,1,3,5,4,4,1,6,4,3,0,0,0,0.53,0.95035
1,2,2,2,1,2,1,3,2,2,1,3,1,6,5,4,0,0,0,0.53,0.95035
1,2,2,1,4,2,9,2,1,2,2,4,1,6,4,2,0,0,1,0.53,0.95035
3,1,2,4,4,2,2,3,6,1,2,2,1,6,3,2,0,0,NA,0.53,0.95035
1,3,3,2,2,2,2,2,1,5,5,3,1,6,4,1,0,0,0,0.53,0.95035
1,2,6,4,5,2,1,4,5,5,5,5,1,6,3,2,0,0,1,0.53,0.95035
1,3,4,4,3,2,3,3,5,1,2,2,1,6,4,1,0,0,0,0.53,0.95035
1,2,6,3,3,2,3,2,6,5,2,2,3,6,2,4,0,0,1,0.53,0.95035
3,3,6,2,5,9,9,9,6,5,5,5,3,6,5,1,0,0,1,0.53,0.95035
1,3,5,4,1,3,2,4,5,1,3,3,NA,6,4,1,0,0,0,0.53,0.95035
2,3,3,2,5,1,1,2,1,1,3,3,2,6,4,1,1,0,0,0.53,0.95035
1,3,4,3,5,1,3,2,1,1,1,2,99,6,4,1,0,0,NA,0.53,0.95035
1,2,4,4,3,2,2,3,5,1,1,4,1,6,4,1,0,1,0,0.53,0.95035
1,2,4,3,2,2,3,1,1,2,3,3,99,6,3,6,0,0,0,0.53,0.95035
1,1,5,2,4,2,3,1,1,3,4,3,2,6,4,2,1,0,1,0.53,0.95035
1,1,2,2,3,2,2,4,5,2,NA,3,98,6,5,2,0,0,0,0.53,0.95035
1,2,5,3,2,3,3,2,1,3,4,3,3,6,3,6,0,0,0,0.53,0.95035
2,3,3,4,5,3,1,3,2,5,3,3,3,6,4,6,0,0,0,0.53,0.95035
1,3,4,3,5,3,3,4,1,1,3,3,99,6,3,6,0,0,0,0.53,0.95035
1,1,1,2,3,3,3,2,2,2,4,2,98,6,3,1,0,0,1,0.53,0.95035
2,1,6,4,1,1,2,1,1,3,5,4,3,6,5,3,0,0,0,0.53,0.95035
1,1,3,3,5,3,2,3,2,1,5,2,99,6,4,6,0,0,0,0.53,0.95035
1,3,3,4,5,2,1,2,6,5,5,2,3,6,4,2,0,0,1,0.53,0.95035
2,2,5,3,2,4,9,2,4,3,3,5,3,6,5,3,0,0,0,0.53,0.95035
3,3,6,5,NA,9,9,9,6,5,5,5,99,6,5,2,0,0,1,0.53,0.95035
1,1,4,4,2,1,3,2,5,1,3,3,98,6,5,1,0,0,1,0.53,0.95035
1,1,2,2,3,2,2,4,5,2,3,3,3,6,5,1,0,0,0,0.53,0.95035
1,1,1,3,1,1,1,3,3,2,3,3,1,6,4,6,0,0,1,0.53,0.95035
1,3,4,3,3,3,2,2,5,1,3,3,3,6,4,5,0,0,1,0.53,0.95035
3,2,3,3,3,1,3,3,2,5,3,1,2,6,3,1,1,0,1,0.53,0.95035
1,3,4,3,4,3,9,4,2,5,5,3,3,6,5,2,0,0,1,0.53,0.95035
1,3,2,3,3,9,1,2,3,1,1,3,3,6,5,3,0,0,1,0.53,0.95035
1,2,5,3,1,3,1,4,6,1,3,3,3,6,5,4,0,0,1,0.53,0.95035
3,3,6,5,5,9,9,9,6,5,5,5,3,6,NA,3,0,0,1,0.53,0.95035
1,3,1,3,3,4,2,9,3,4,3,2,3,6,2,4,0,0,1,0.53,0.95035
2,2,5,3,5,4,4,9,3,3,3,3,99,6,NA,3,0,0,1,0.53,0.95035
1,1,4,3,3,2,4,1,1,1,3,3,1,6,5,6,0,0,0,0.53,0.95035
1,3,3,2,1,1,2,9,6,5,3,3,1,6,5,6,0,0,0,0.53,0.95035
1,2,2,4,5,2,1,4,5,5,3,5,1,6,3,6,0,0,0,0.53,0.95035
1,3,4,2,5,2,9,3,3,2,2,2,1,6,3,5,0,0,0,0.53,0.95035
1,3,5,5,2,2,3,9,5,5,5,3,1,6,3,3,0,0,0,0.53,0.95035
2,2,2,2,1,3,1,3,6,5,3,4,1,6,2,4,0,0,1,0.53,0.95035
2,2,2,3,5,2,3,4,6,1,2,3,1,6,4,3,0,0,0,0.53,0.95035
1,1,1,3,2,3,3,1,1,2,1,2,1,6,3,2,0,0,0,0.53,0.95035
1,1,4,2,5,2,9,9,5,5,3,4,1,6,3,3,0,0,0,0.53,0.95035
1,2,3,3,1,3,4,9,6,1,1,5,1,6,5,2,0,0,0,0.53,0.95035
1,3,4,4,5,3,1,3,6,1,2,1,1,6,4,2,0,0,0,0.53,0.95035
1,1,5,2,4,2,3,1,1,3,NA,3,1,6,5,1,0,0,0,0.53,0.95035
1,3,4,3,5,9,9,9,2,5,5,3,1,6,3,2,0,0,0,0.53,0.95035
1,3,5,3,4,9,9,3,5,2,3,3,1,6,3,1,0,0,0,0.53,0.95035
1,3,3,3,5,3,3,4,2,3,2,4,1,6,3,1,0,0,0,0.53,0.95035
1,2,5,NA,3,1,5,3,1,3,2,1,1,6,1,1,0,0,0,0.53,0.95035
1,3,3,2,3,2,9,3,5,1,2,3,1,6,3,1,0,0,0,0.53,0.95035
1,3,6,3,3,3,9,2,1,5,2,2,1,6,4,1,0,0,0,0.53,0.95035
1,2,1,3,2,1,1,1,NA,2,4,5,1,6,5,6,0,0,1,0.53,0.95035
1,2,1,1,3,NA,2,1,1,5,5,4,1,6,5,1,0,0,1,0.53,0.95035
1,1,2,2,3,2,2,2,1,1,3,3,99,6,3,1,0,1,0,0.53,0.95035
2,3,3,4,1,2,4,2,2,5,5,2,1,6,3,1,0,0,1,0.53,0.95035
1,1,5,3,5,1,4,2,1,2,3,1,1,6,4,2,0,0,1,0.53,0.95035
1,2,3,3,4,2,1,9,2,1,3,2,1,6,3,2,0,0,1,0.53,0.95035
2,1,2,2,1,1,3,2,1,2,2,1,1,6,3,3,0,0,1,0.53,0.95035
1,3,2,4,2,9,9,2,4,3,2,5,1,6,1,2,0,0,1,0.53,0.95035
1,1,4,3,3,3,2,3,5,5,2,4,1,6,3,2,0,0,1,0.53,0.95035
1,3,4,2,2,3,2,4,1,5,4,3,1,6,3,3,0,0,1,0.53,0.95035
NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,0,0,NA,0.53,0.95035
1,1,4,3,3,3,2,3,5,5,2,5,1,6,3,4,0,0,1,0.53,0.95035
1,1,2,2,3,2,9,2,2,2,2,4,1,6,3,4,0,0,1,0.53,0.95035
1,3,3,3,3,3,2,1,2,5,5,3,1,6,5,3,0,0,1,0.53,0.95035
1,2,4,3,3,1,2,1,5,1,1,4,1,6,5,3,0,0,1,0.53,0.95035
1,1,2,3,4,3,2,2,3,1,2,3,2,6,4,3,1,1,0,0.53,0.95035
1,2,4,3,5,3,3,1,2,3,1,3,2,6,4,3,1,1,0,0.53,0.95035
3,3,4,5,3,3,1,2,5,2,5,3,2,6,3,3,1,1,0,0.53,0.95035
2,1,1,2,2,1,9,1,1,5,2,3,2,6,5,4,1,1,0,0.53,0.95035
1,3,2,3,3,2,1,2,5,1,4,3,2,6,4,3,1,1,1,0.53,0.95035
2,2,1,4,3,2,2,1,2,3,3,2,2,6,NA,3,1,1,1,0.53,0.95035
1,1,2,2,2,2,1,2,1,1,2,3,2,6,4,1,1,1,1,0.53,0.95035
1,2,3,3,2,3,1,4,6,4,3,3,2,6,4,4,1,1,1,0.53,0.95035
1,3,3,5,2,3,1,9,6,1,3,2,2,6,3,4,1,1,1,0.53,0.95035
1,2,5,5,2,9,2,2,2,5,2,3,2,6,3,4,1,1,1,0.53,0.95035
3,3,3,5,3,9,1,3,6,5,4,4,2,6,NA,4,1,1,1,0.53,0.95035
2,3,5,4,4,9,9,9,4,5,2,5,2,6,NA,6,1,1,0,0.53,0.95035
3,3,6,5,5,NA,9,4,5,5,4,4,2,6,4,6,1,1,0,0.53,0.95035
2,2,5,2,4,4,2,4,5,5,5,3,2,6,4,6,1,1,0,0.53,0.95035
3,3,3,3,1,3,2,2,6,2,2,3,2,6,4,2,1,1,0,0.53,0.95035
1,3,2,3,5,2,2,2,1,2,2,4,2,6,5,2,1,1,1,0.53,0.95035
1,1,3,3,2,3,2,3,3,5,2,2,2,6,4,3,1,1,0,0.53,0.95035
1,3,5,2,2,3,1,3,6,1,5,3,2,6,3,3,1,1,1,0.53,0.95035
2,2,2,1,5,1,1,2,6,2,3,3,2,6,4,2,1,1,0,0.53,0.95035
1,3,5,3,2,1,4,2,1,5,3,2,2,6,4,2,1,1,0,0.53,0.95035
1,2,2,3,2,2,1,2,3,1,3,3,1,6,4,1,0,1,0,0.53,0.95035
1,3,3,4,5,3,1,2,6,1,2,2,1,6,4,3,0,1,0,0.53,0.95035
1,3,2,3,3,9,1,1,1,2,3,3,1,6,4,2,0,1,0,0.53,0.95035
1,3,6,NA,4,2,2,9,6,2,5,3,2,6,4,4,1,1,1,0.53,0.95035
3,2,5,2,2,9,9,9,6,5,2,4,2,6,1,6,1,1,0,0.53,0.95035
1,2,5,2,4,9,1,9,6,5,5,3,2,6,4,6,1,1,1,0.53,0.95035
3,3,3,3,3,3,3,3,3,4,3,3,13,6,3,6,0,1,1,0.53,0.95035
1,2,5,2,2,2,2,3,5,1,5,2,2,6,3,6,1,1,0,0.53,0.95035
3,3,6,3,2,9,9,9,6,5,3,3,2,6,3,6,1,1,1,0.53,0.95035
1,3,5,5,2,2,2,9,6,2,2,2,2,6,5,4,1,1,1,0.53,0.95035
2,2,1,3,2,9,9,9,2,5,2,4,2,6,5,6,1,1,0,0.53,0.95035
1,1,2,2,5,3,9,9,6,5,2,4,9,6,4,5,0,1,1,0.53,0.95035
1,3,6,4,5,3,2,9,6,5,5,2,12,6,4,4,0,1,1,0.53,0.95035
1,3,5,1,5,2,1,2,5,2,3,2,10,6,4,5,0,1,0,0.53,0.95035
1,3,5,5,5,2,2,2,6,5,2,2,2,6,3,4,1,1,0,0.53,0.95035
1,3,5,2,2,3,1,2,6,1,1,4,2,6,5,3,1,1,1,0.53,0.95035
1,1,4,5,2,2,1,2,6,2,3,2,2,6,3,3,1,1,0,0.53,0.95035
3,3,6,4,3,9,9,9,5,5,2,4,8,6,3,6,0,1,1,0.53,0.95035
1,1,2,4,1,3,2,2,3,1,2,2,3,6,4,1,0,1,1,0.53,0.95035
1,3,6,3,5,3,1,3,1,1,5,2,1,6,3,3,0,1,1,0.53,0.95035
1,1,3,5,3,2,1,3,1,5,4,5,1,6,3,3,0,1,0,0.53,0.95035
1,2,3,4,5,3,1,1,5,2,2,3,2,6,3,3,1,1,1,0.53,0.95035
1,3,2,2,2,9,9,4,6,1,5,4,2,6,3,4,1,1,1,0.53,0.95035
1,1,2,3,1,3,2,2,3,1,3,2,1,6,4,1,0,1,0,0.53,0.95035
1,3,4,3,1,2,3,3,5,1,1,2,2,6,4,4,1,1,0,0.53,0.95035
3,3,6,2,2,9,9,9,6,2,2,4,2,6,5,4,1,1,0,0.53,0.95035
1,3,2,3,5,9,1,9,6,2,5,3,2,6,3,4,1,1,1,0.53,0.95035
1,3,6,4,5,3,1,1,1,2,5,2,2,6,3,4,1,1,0,0.53,0.95035
